date,spprice,dividend,earnings,infl,lrir10,realprice,realpricelag,realdividend,realtotalreturn,realearnings,realtrscaledearnings,CAPE,TRCAPE,excessCAPE,bond,realbond,dp,dy,ep,de,,
10/01/1994,463.81,13.01,28.42,149.50,7.74,960.72,953.65,26.96,370885.66,58.87,22726.05,20.40,23.75,0.01,0.99,21.34,35.64,2.81,16.32,45.79,,
11/01/1994,461.01,13.10,29.51,149.70,7.96,953.65,941.61,27.09,369025.69,61.04,23621.93,20.21,23.51,0.01,1.02,21.13,35.20,2.84,15.62,44.38,,
12/01/1994,455.19,13.17,30.60,149.70,7.81,941.61,958.58,27.24,365245.46,63.30,24553.51,19.91,23.15,0.01,1.01,21.49,34.56,2.89,14.88,43.04,,
01/01/1995,465.25,13.18,31.25,150.30,7.78,958.58,988.97,27.16,372705.12,64.39,25033.93,20.22,23.49,0.01,1.03,21.59,35.30,2.83,14.89,42.18,,
02/01/1995,481.92,13.18,31.90,150.90,7.47,988.97,1008.68,27.05,385400.56,65.46,25511.03,20.80,24.14,0.01,1.03,22.11,36.56,2.73,15.11,41.32,,
03/01/1995,493.15,13.17,32.55,151.40,7.20,1008.68,1035.45,26.94,393953.74,66.58,26002.62,21.15,24.53,0.01,1.02,22.59,37.44,2.67,15.15,40.46,,
04/01/1995,507.91,13.24,33.18,151.90,7.06,1035.45,1065.76,27.00,405287.95,67.64,26473.42,21.64,25.07,0.01,1.04,22.88,38.35,2.61,15.31,39.92,,
05/01/1995,523.81,13.31,33.80,152.20,6.63,1065.76,1095.22,27.07,418034.62,68.78,26977.24,22.20,25.68,0.01,1.04,23.68,39.36,2.54,15.50,39.37,,
06/01/1995,539.35,13.36,34.43,152.50,6.17,1095.22,1131.81,27.13,430476.56,69.91,27479.94,22.72,26.26,0.02,1.00,24.57,40.37,2.48,15.67,38.80,,
07/01/1995,557.37,13.44,34.68,152.50,6.28,1131.81,1132.37,27.29,445752.95,70.42,27735.10,23.38,26.99,0.02,0.99,24.50,41.47,2.41,16.07,38.75,,
08/01/1995,559.11,13.51,34.93,152.90,6.49,1132.37,1169.89,27.36,446872.76,70.74,27918.06,23.28,26.86,0.01,1.03,24.19,41.38,2.42,16.01,38.68,,
09/01/1995,578.77,13.58,35.18,153.20,6.20,1169.89,1174.45,27.45,462583.03,71.11,28117.68,23.95,27.59,0.02,1.02,24.79,42.62,2.35,16.45,38.60,,
10/01/1995,582.92,13.65,34.77,153.70,6.04,1174.45,1200.64,27.50,465290.50,70.06,27756.27,23.93,27.54,0.02,1.01,25.13,42.70,2.34,16.76,39.25,,
11/01/1995,595.53,13.72,34.37,153.60,5.93,1200.64,1239.83,27.66,476578.57,69.29,27502.28,24.35,28.00,0.02,1.02,25.48,43.41,2.30,17.33,39.92,,
12/01/1995,614.57,13.79,33.96,153.50,5.71,1239.83,1232.30,27.82,493056.15,68.51,27245.37,25.03,28.75,0.02,1.01,26.04,44.57,2.24,18.10,40.61,,
01/01/1996,614.42,13.89,33.99,154.40,5.65,1232.30,1298.54,27.86,490985.92,68.16,27158.93,24.76,28.42,0.02,0.99,26.13,44.22,2.26,18.08,40.88,,
02/01/1996,649.54,14.00,34.01,154.90,5.81,1298.54,1286.95,27.98,518304.10,68.00,27141.10,25.98,29.78,0.02,0.97,25.86,46.41,2.15,19.10,41.15,,
03/01/1996,647.07,14.10,34.04,155.70,6.27,1286.95,1282.21,28.04,514612.96,67.70,27071.92,25.63,29.36,0.01,0.99,24.98,45.89,2.18,19.01,41.42,,
04/01/1996,647.17,14.16,34.33,156.30,6.51,1282.21,1307.56,28.05,513651.34,68.02,27247.32,25.42,29.10,0.01,0.99,24.58,45.71,2.19,18.85,41.24,,
05/01/1996,661.23,14.21,34.62,156.60,6.74,1307.56,1321.09,28.11,524743.49,68.46,27473.98,25.81,29.52,0.01,0.99,24.25,46.52,2.15,19.10,41.06,,
06/01/1996,668.50,14.27,34.91,156.70,6.91,1321.09,1270.38,28.20,531117.42,68.99,27735.69,25.97,29.67,0.01,1.01,24.08,46.85,2.13,19.15,40.88,,
07/01/1996,644.07,14.40,35.27,157.00,6.87,1270.38,1304.59,28.40,511681.78,69.57,28022.89,24.86,28.38,0.01,1.02,24.24,44.73,2.24,18.26,40.82,,
08/01/1996,662.68,14.53,35.64,157.30,6.64,1304.59,1324.40,28.60,526422.55,70.16,28309.23,25.41,28.99,0.01,0.99,24.74,45.61,2.19,18.60,40.77,,
09/01/1996,674.88,14.66,36.00,157.80,6.83,1324.40,1372.21,28.77,535382.72,70.65,28558.82,25.68,29.27,0.01,1.03,24.46,46.04,2.17,18.75,40.72,,
10/01/1996,701.46,14.74,36.91,158.30,6.53,1372.21,1436.41,28.83,555682.37,72.20,29239.35,26.48,30.16,0.01,1.03,25.05,47.59,2.10,19.00,39.93,,
11/01/1996,735.67,14.82,37.82,158.60,6.20,1436.41,1451.21,28.94,582656.96,73.84,29953.77,27.59,31.38,0.01,1.00,25.75,49.64,2.01,19.45,39.19,,
12/01/1996,743.25,14.90,38.73,158.60,6.30,1451.21,1491.36,29.09,589643.80,75.62,30725.74,27.72,31.51,0.01,0.98,25.69,49.88,2.00,19.19,38.47,,
01/01/1997,766.22,14.95,39.23,159.10,6.58,1491.36,1549.11,29.10,606941.77,76.36,31077.67,28.33,32.17,0.01,1.02,25.23,51.24,1.95,19.53,38.11,,
02/01/1997,798.39,15.01,39.74,159.60,6.42,1549.11,1533.18,29.12,631430.64,77.10,31426.96,29.27,33.19,0.01,0.99,25.58,53.20,1.88,20.09,37.77,,
03/01/1997,792.16,15.06,40.24,160.00,6.69,1533.18,1476.69,29.15,625927.27,77.88,31795.74,28.80,32.64,0.00,0.99,25.15,52.60,1.90,19.69,37.43,,
04/01/1997,763.93,15.09,40.34,160.20,6.89,1476.69,1611.39,29.18,603860.27,77.98,31889.98,27.59,31.23,0.00,1.02,24.90,50.61,1.98,18.94,37.41,,
05/01/1997,833.09,15.13,40.45,160.10,6.71,1611.39,1692.83,29.26,659937.24,78.23,32040.10,29.93,33.84,0.00,1.02,25.39,55.07,1.82,20.60,37.40,,
06/01/1997,876.29,15.16,40.55,160.30,6.49,1692.83,1785.26,29.29,694291.81,78.34,32128.10,31.26,35.31,0.00,1.03,25.90,57.80,1.73,21.61,37.39,,
07/01/1997,925.29,15.22,40.58,160.50,6.22,1785.26,1785.69,29.36,733204.82,78.30,32155.81,32.77,36.97,0.00,1.00,26.53,60.81,1.64,22.80,37.50,,
08/01/1997,927.24,15.27,40.61,160.80,6.30,1785.69,1800.04,29.41,734385.88,78.21,32163.64,32.59,36.73,0.00,1.01,26.46,60.71,1.65,22.83,37.61,,
09/01/1997,937.02,15.33,40.64,161.20,6.21,1800.04,1822.69,29.45,741299.53,78.07,32151.30,32.67,36.78,0.00,1.02,26.71,61.12,1.64,23.06,37.72,,
10/01/1997,951.16,15.39,40.33,161.60,6.03,1822.69,1800.34,29.49,751635.33,77.29,31872.59,32.90,37.00,0.00,1.02,27.14,61.82,1.62,23.58,38.15,,
11/01/1997,938.92,15.44,40.03,161.50,5.88,1800.34,1847.60,29.61,743439.94,76.75,31693.27,32.34,36.32,0.01,1.01,27.59,60.80,1.64,23.46,38.58,,
12/01/1997,962.37,15.50,39.72,161.30,5.81,1847.60,1846.06,29.76,763976.58,76.26,31531.69,33.03,37.06,0.01,1.03,27.91,62.09,1.61,24.23,39.02,,
01/01/1998,963.36,15.55,39.66,161.60,5.54,1846.06,1958.13,29.80,764369.54,76.00,31467.88,32.86,36.83,0.01,1.00,28.57,61.95,1.61,24.29,39.21,,
02/01/1998,1023.74,15.60,39.60,161.90,5.57,1958.13,2055.87,29.84,811801.94,75.74,31401.88,34.71,38.86,0.01,1.00,28.58,65.62,1.52,25.85,39.39,,
03/01/1998,1076.83,15.64,39.54,162.20,5.65,2055.87,2119.48,29.86,853353.32,75.49,31334.18,36.30,40.58,0.00,1.01,28.49,68.85,1.45,27.23,39.55,,
04/01/1998,1112.20,15.75,39.35,162.50,5.64,2119.48,2108.38,30.01,880793.94,74.99,31162.78,37.28,41.63,0.00,1.00,28.59,70.62,1.42,28.26,40.03,,
05/01/1998,1108.42,15.85,39.16,162.80,5.65,2108.38,2105.74,30.15,877226.94,74.49,30992.05,36.96,41.22,0.00,1.02,28.65,69.93,1.43,28.30,40.47,,
06/01/1998,1108.39,15.95,38.97,163.00,5.50,2105.74,2194.60,30.30,877177.51,74.04,30840.78,36.80,40.99,0.01,1.01,29.08,69.49,1.44,28.44,40.93,,
07/01/1998,1156.58,16.02,38.68,163.20,5.46,2194.60,2036.58,30.39,915248.27,73.39,30606.43,38.26,42.56,0.00,1.01,29.26,72.21,1.38,29.90,41.41,,
08/01/1998,1074.62,16.08,38.38,163.40,5.34,2036.58,1931.92,30.48,850408.47,72.74,30374.91,35.42,39.36,0.01,1.05,29.63,66.82,1.50,28.00,41.90,,
09/01/1998,1020.64,16.14,38.09,163.60,4.81,1931.92,1949.54,30.55,807766.68,72.10,30145.63,33.53,37.21,0.01,1.03,30.96,63.24,1.58,26.80,42.37,,
10/01/1998,1032.47,16.17,37.96,164.00,4.53,1949.54,2160.95,30.53,816199.95,71.68,30011.18,33.77,37.44,0.02,0.98,31.70,63.86,1.57,27.20,42.59,,
11/01/1998,1144.43,16.18,37.84,164.00,4.83,2160.95,2248.46,30.56,905773.96,71.44,29946.35,37.37,41.38,0.01,1.02,31.07,70.72,1.41,30.25,42.77,,
12/01/1998,1190.05,16.20,37.71,163.90,4.65,2248.46,2353.66,30.61,943524.30,71.25,29898.16,38.82,42.93,0.01,1.00,31.66,73.46,1.36,31.56,42.96,,
01/01/1999,1248.77,16.28,37.93,164.30,4.72,2353.66,2346.68,30.69,988742.92,71.50,30034.61,40.58,44.81,0.01,0.98,31.53,76.69,1.30,32.92,42.93,,
02/01/1999,1246.58,16.37,38.16,164.50,5.00,2346.68,2405.41,30.81,986887.50,71.83,30207.72,40.40,44.56,0.01,0.99,30.92,76.17,1.31,32.67,42.89,,
03/01/1999,1281.66,16.45,38.38,165.00,5.23,2405.41,2486.98,30.87,1012666.74,72.03,30324.85,41.36,45.55,0.00,1.01,30.41,77.91,1.28,33.39,42.86,,
04/01/1999,1334.76,16.45,39.26,166.20,5.18,2486.98,2481.96,30.65,1048082.88,73.15,30827.81,42.70,46.97,0.00,0.98,30.44,81.14,1.23,34.00,41.90,,
05/01/1999,1332.07,16.45,40.14,166.20,5.54,2481.96,2464.23,30.65,1047047.04,74.79,31551.25,42.56,46.75,0.00,0.98,29.74,80.98,1.23,33.19,40.98,,
06/01/1999,1322.55,16.45,41.02,166.20,5.90,2464.23,2565.40,30.65,1040641.55,76.43,32276.37,42.18,46.27,-0.01,1.01,29.07,80.40,1.24,32.24,40.10,,
07/01/1999,1380.99,16.51,42.00,166.70,5.79,2565.40,2460.11,30.68,1084445.07,78.02,32981.19,43.83,48.01,-0.01,0.99,29.37,83.63,1.20,32.88,39.32,,
08/01/1999,1327.49,16.58,42.98,167.10,5.94,2460.11,2431.20,30.72,1041020.13,79.65,33705.00,41.93,45.87,-0.01,1.01,29.11,80.08,1.25,30.89,38.57,,
09/01/1999,1318.17,16.64,43.96,167.90,5.92,2431.20,2393.43,30.69,1029868.25,81.08,34345.35,41.32,45.15,-0.01,0.99,29.16,79.22,1.26,29.99,37.85,,
10/01/1999,1300.01,16.66,45.36,168.20,6.11,2393.43,2559.43,30.67,1014951.06,83.52,35416.31,40.55,44.26,-0.01,1.01,28.84,78.05,1.28,28.66,36.72,,
11/01/1999,1391.00,16.67,46.77,168.30,6.03,2559.43,2628.76,30.68,1086428.14,86.05,36526.69,43.21,47.09,-0.01,0.99,29.14,83.43,1.20,29.74,35.65,,
12/01/1999,1428.68,16.69,48.17,168.30,6.28,2628.76,2615.30,30.71,1116944.07,88.63,37659.37,44.20,48.11,-0.01,0.98,28.75,85.60,1.17,29.66,34.65,,
01/01/2000,1425.59,16.71,49.10,168.80,6.66,2615.30,2532.93,30.66,1112312.62,90.07,38307.54,43.77,47.59,-0.02,1.02,28.03,85.30,1.17,29.04,34.04,,
02/01/2000,1388.87,16.74,50.02,169.80,6.52,2532.93,2608.70,30.52,1078361.78,91.23,38839.67,42.19,45.81,-0.01,1.02,28.30,82.98,1.21,27.76,33.46,,
03/01/2000,1442.21,16.76,50.95,171.20,6.26,2608.70,2641.80,30.32,1111695.10,92.16,39273.66,43.22,46.88,-0.01,1.03,28.76,86.05,1.16,28.31,32.89,,
04/01/2000,1461.36,16.74,51.27,171.30,5.99,2641.80,2561.29,30.26,1126873.53,92.69,39537.53,43.53,47.16,-0.01,0.97,29.47,87.30,1.15,28.50,32.65,,
05/01/2000,1418.48,16.72,51.60,171.50,6.44,2561.29,2626.02,30.19,1093605.80,93.17,39779.49,41.97,45.41,-0.01,1.03,28.62,84.84,1.18,27.49,32.41,,
06/01/2000,1461.96,16.70,51.92,172.40,6.10,2626.02,2639.72,30.00,1122310.84,93.26,39857.71,42.78,46.25,-0.01,1.01,29.34,87.54,1.14,28.16,32.16,,
07/01/2000,1473.00,16.58,52.51,172.80,6.05,2639.72,2662.05,29.72,1129226.84,94.11,40257.61,42.76,46.17,-0.01,1.02,29.53,88.82,1.13,28.05,31.58,,
08/01/2000,1485.46,16.47,53.11,172.80,5.83,2662.05,2617.22,29.51,1139830.86,95.17,40750.08,42.87,46.24,-0.01,1.01,30.16,90.21,1.11,27.97,31.01,,
09/01/2000,1468.05,16.35,53.70,173.70,5.80,2617.22,2474.05,29.15,1121675.15,95.74,41029.91,41.90,45.15,-0.01,1.01,30.22,89.79,1.11,27.34,30.45,,
10/01/2000,1390.14,16.32,52.47,174.00,5.74,2474.05,2451.11,29.05,1061353.65,93.38,40057.61,39.37,42.38,-0.01,1.01,30.45,85.16,1.17,26.50,31.11,,
11/01/2000,1378.04,16.30,51.23,174.10,5.72,2451.11,2368.67,28.99,1052547.41,91.13,39132.04,38.78,41.71,0.00,1.04,30.63,84.56,1.18,26.90,31.81,,
12/01/2000,1330.93,16.27,50.00,174.00,5.24,2368.67,2362.11,28.96,1018185.19,88.99,38250.89,37.27,40.06,0.00,1.01,31.93,81.80,1.22,26.62,32.54,,
01/01/2001,1335.63,16.17,48.48,175.10,5.16,2362.11,2300.07,28.60,1016386.20,85.74,36892.26,36.98,39.71,0.00,1.01,32.06,82.60,1.21,27.55,33.35,,
02/01/2001,1305.75,16.07,46.96,175.80,5.10,2300.07,2084.12,28.31,990706.67,82.72,35629.78,35.83,38.46,0.00,1.02,32.22,81.25,1.23,27.81,34.22,,
03/01/2001,1185.85,15.97,45.44,176.20,4.89,2084.12,2082.86,28.07,898700.32,79.86,34436.85,32.33,34.68,0.01,0.98,32.81,74.25,1.35,26.10,35.15,,
04/01/2001,1189.84,15.88,42.56,176.90,5.14,2082.86,2213.82,27.79,899154.71,74.50,32159.81,32.17,34.50,0.01,0.99,32.18,74.94,1.33,27.96,37.31,,
05/01/2001,1270.37,15.78,39.67,177.70,5.39,2213.82,2155.01,27.50,956678.27,69.14,29876.82,34.07,36.52,0.00,1.01,31.56,80.49,1.24,32.02,39.78,,
06/01/2001,1238.71,15.69,36.79,178.00,5.28,2155.01,2101.31,27.30,932246.84,64.00,27687.97,33.07,35.43,0.00,1.01,31.92,78.95,1.27,33.67,42.65,,
07/01/2001,1204.45,15.71,33.96,177.50,5.24,2101.31,2056.04,27.40,910004.19,59.25,25660.49,32.16,34.45,0.01,1.03,32.24,76.68,1.30,35.46,46.25,,
08/01/2001,1178.50,15.72,31.14,177.50,4.97,2056.04,1814.32,27.43,891388.01,54.32,23551.00,31.40,33.63,0.01,1.02,33.07,74.95,1.33,37.85,50.50,,
09/01/2001,1044.64,15.74,28.31,178.30,4.73,1814.32,1876.13,27.34,787582.09,49.17,21343.67,27.67,29.63,0.02,1.02,33.68,66.37,1.51,36.90,55.60,,
10/01/2001,1076.59,15.74,27.10,177.70,4.57,1876.13,1971.97,27.43,815402.88,47.23,20527.90,28.58,30.61,0.02,1.00,34.36,68.40,1.46,39.72,58.07,,
11/01/2001,1129.68,15.74,25.90,177.40,4.65,1971.97,2006.51,27.48,858054.98,45.21,19669.96,30.01,32.14,0.01,0.97,34.33,71.77,1.39,43.62,60.78,,
12/01/2001,1144.93,15.74,24.69,176.70,5.09,2006.51,1993.73,27.58,874083.53,43.27,18849.29,30.50,32.68,0.01,1.01,33.42,72.74,1.37,46.37,63.75,,
01/01/2002,1140.21,15.74,24.69,177.10,5.04,1993.73,1917.01,27.52,869512.92,43.18,18830.89,30.28,32.45,0.01,1.01,33.61,72.46,1.38,46.17,63.73,,
02/01/2002,1100.67,15.73,24.70,177.80,4.91,1917.01,1998.29,27.40,837051.45,43.01,18781.63,29.09,31.18,0.01,0.98,33.96,69.96,1.43,44.57,63.71,,
03/01/2002,1153.79,15.73,24.70,178.80,5.28,1998.29,1915.08,27.24,873532.69,42.78,18700.33,30.29,32.48,0.01,1.01,32.95,73.35,1.36,46.71,63.68,,
04/01/2002,1111.93,15.83,25.38,179.80,5.21,1915.08,1858.80,27.27,838151.84,43.71,19130.96,29.01,31.10,0.01,1.01,33.09,70.23,1.42,43.81,62.39,,
05/01/2002,1079.25,15.94,26.06,179.80,5.16,1858.80,1745.48,27.45,814519.34,44.88,19667.71,28.13,30.17,0.01,1.02,33.36,67.72,1.48,41.41,61.15,,
06/01/2002,1014.02,16.04,26.74,179.90,4.93,1745.48,1553.66,27.61,765872.53,46.03,20196.28,26.39,28.32,0.01,1.03,34.08,63.22,1.58,37.92,59.99,,
07/01/2002,903.59,15.96,27.84,180.10,4.65,1553.66,1563.86,27.44,682712.11,47.87,21034.66,23.46,25.19,0.02,1.04,34.94,56.62,1.77,32.46,57.33,,
08/01/2002,912.55,15.88,28.94,180.70,4.26,1563.86,1484.72,27.21,688189.05,49.60,21824.77,23.59,25.34,0.02,1.04,36.06,57.47,1.74,31.53,54.87,,
09/01/2002,867.81,15.80,30.04,181.00,3.87,1484.72,1459.75,27.03,654355.48,51.39,22651.09,22.37,24.03,0.03,1.00,37.28,54.92,1.82,28.89,52.60,,
10/01/2002,854.63,15.89,29.22,181.30,3.94,1459.75,1554.21,27.14,644347.83,49.92,22032.92,21.96,23.61,0.03,0.99,37.12,53.78,1.86,29.24,54.37,,
11/01/2002,909.93,15.98,28.41,181.30,4.05,1554.21,1539.24,27.29,687045.25,48.52,21448.53,23.35,25.11,0.03,1.01,36.91,56.94,1.76,32.03,56.25,,
12/01/2002,899.18,16.07,27.59,180.90,4.03,1539.24,1526.77,27.51,681443.03,47.23,20909.07,23.10,24.86,0.03,1.00,37.18,55.95,1.79,32.59,58.25,,
01/01/2003,895.84,16.12,28.50,181.70,4.05,1526.77,1415.64,27.47,676936.22,48.57,21535.86,22.90,24.65,0.03,1.02,37.08,55.57,1.80,31.43,56.56,,
02/01/2003,837.03,16.17,29.41,183.10,3.90,1415.64,1423.32,27.35,628671.10,49.74,22089.07,21.21,22.85,0.03,1.01,37.37,51.76,1.93,28.46,54.98,,
03/01/2003,846.63,16.22,30.32,184.20,3.81,1423.32,1499.54,27.27,633093.21,50.97,22672.70,21.31,22.97,0.03,0.99,37.55,52.20,1.92,27.92,53.50,,
04/01/2003,890.03,16.20,31.73,183.80,3.96,1499.54,1579.50,27.30,668007.20,53.46,23814.78,22.43,24.19,0.03,1.04,37.29,54.93,1.82,28.05,51.07,,
05/01/2003,935.96,16.19,33.14,183.50,3.57,1579.50,1665.51,27.32,704642.24,55.93,24949.62,23.59,25.45,0.03,1.02,38.69,57.82,1.73,28.24,48.84,,
06/01/2003,988.00,16.17,34.55,183.70,3.33,1665.51,1671.34,27.26,744024.36,58.24,26018.26,24.83,26.80,0.03,0.95,39.54,61.10,1.64,28.60,46.80,,
07/01/2003,992.54,16.31,35.89,183.90,3.98,1671.34,1659.96,27.46,747652.80,60.44,27037.45,24.87,26.84,0.02,0.97,37.51,60.85,1.64,27.65,45.44,,
08/01/2003,989.53,16.45,37.24,184.60,4.45,1659.96,1704.59,27.60,743587.66,62.47,27981.69,24.64,26.61,0.02,1.02,36.08,60.15,1.66,26.57,44.18,,
09/01/2003,1019.44,16.59,38.58,185.20,4.27,1704.59,1738.72,27.74,764617.36,64.51,28936.41,25.24,27.26,0.02,1.00,36.62,61.45,1.63,26.42,43.00,,
10/01/2003,1038.73,16.86,41.97,185.00,4.29,1738.72,1762.18,28.22,780982.56,70.25,31553.18,25.68,27.74,0.02,1.00,36.73,61.62,1.62,24.75,40.17,,
11/01/2003,1049.90,17.12,45.35,184.50,4.30,1762.18,1815.75,28.74,792595.88,76.12,34238.37,25.95,28.03,0.02,1.01,36.93,61.31,1.63,23.15,37.76,,
12/01/2003,1080.64,17.39,48.74,184.30,4.27,1815.75,1893.67,29.22,817782.78,81.90,36884.38,26.64,28.78,0.02,1.01,37.20,62.14,1.61,22.17,35.68,,
01/01/2004,1132.52,17.60,49.83,185.20,4.15,1893.67,1901.53,29.43,853982.99,83.31,37572.07,27.66,29.88,0.02,1.01,37.51,64.35,1.55,22.73,35.32,,
02/01/2004,1143.36,17.81,50.91,186.20,4.08,1901.53,1857.33,29.62,858639.82,84.67,38234.86,27.65,29.87,0.02,1.02,37.65,64.20,1.56,22.46,34.98,,
03/01/2004,1123.98,18.02,52.00,187.40,3.83,1857.33,1866.85,29.78,839801.30,85.93,38852.71,26.89,29.04,0.02,0.96,38.30,62.37,1.60,21.62,34.65,,
04/01/2004,1133.36,18.21,53.38,188.00,4.35,1866.85,1805.91,30.00,845237.56,87.93,39812.24,26.90,29.06,0.02,0.97,36.71,62.23,1.61,21.23,34.12,,
05/01/2004,1102.78,18.41,54.77,189.10,4.72,1805.91,1849.14,30.14,818784.78,89.69,40662.79,25.90,27.98,0.02,1.00,35.56,59.91,1.67,20.14,33.61,,
06/01/2004,1132.76,18.60,56.15,189.70,4.73,1849.14,1808.07,30.36,839531.20,91.66,41614.88,26.40,28.52,0.02,1.02,35.56,60.90,1.64,20.17,33.13,,
07/01/2004,1105.85,18.79,56.69,189.40,4.50,1808.07,1779.48,30.72,822047.50,92.69,42141.22,25.70,27.76,0.02,1.02,36.41,58.86,1.70,19.51,33.14,,
08/01/2004,1088.94,18.97,57.23,189.50,4.28,1779.48,1822.57,31.01,810224.79,93.52,42581.93,25.17,27.19,0.02,1.02,37.17,57.39,1.74,19.03,33.15,,
09/01/2004,1117.66,19.16,57.77,189.90,4.13,1822.57,1812.29,31.24,831027.73,94.21,42954.45,25.67,27.73,0.02,1.01,37.68,58.33,1.71,19.35,33.17,,
10/01/2004,1117.21,19.25,58.03,190.90,4.10,1812.29,1895.21,31.23,827528.40,94.13,42983.39,25.41,27.45,0.02,1.00,37.70,58.03,1.72,19.25,33.18,,
11/01/2004,1168.94,19.35,58.29,191.00,4.19,1895.21,1951.44,31.37,866585.56,94.51,43212.89,26.47,28.58,0.02,1.00,37.54,60.42,1.66,20.05,33.19,,
12/01/2004,1199.21,19.44,58.55,190.30,4.23,1951.44,1918.45,31.63,893501.61,95.28,43624.15,27.14,29.31,0.02,1.00,37.68,61.69,1.62,20.48,33.20,,
01/01/2005,1181.41,19.70,59.11,190.70,4.22,1918.45,1936.86,32.00,879613.74,95.98,44007.61,26.59,28.71,0.02,1.01,37.77,59.96,1.67,19.99,33.34,,
02/01/2005,1199.63,19.97,59.66,191.80,4.17,1936.86,1914.25,32.24,889288.59,96.33,44228.57,26.74,28.87,0.02,0.98,37.83,60.08,1.66,20.11,33.47,,
03/01/2005,1194.90,20.23,60.22,193.30,4.50,1914.25,1852.98,32.41,880148.61,96.47,44357.31,26.34,28.43,0.02,1.02,36.68,59.07,1.69,19.84,33.59,,
04/01/2005,1164.43,20.46,61.23,194.60,4.34,1852.98,1876.95,32.56,853222.70,97.44,44868.02,25.41,27.43,0.02,1.02,37.04,56.90,1.76,19.02,33.42,,
05/01/2005,1178.28,20.70,62.25,194.40,4.14,1876.95,1914.14,32.97,865524.44,99.16,45724.29,25.65,27.69,0.02,1.01,37.82,56.93,1.76,18.93,33.25,,
06/01/2005,1202.25,20.93,63.26,194.50,4.00,1914.14,1937.01,33.32,883958.48,100.72,46512.13,26.07,28.14,0.02,0.99,38.36,57.44,1.74,19.00,33.09,,
07/01/2005,1222.24,21.11,64.33,195.40,4.18,1937.01,1930.35,33.46,895804.52,101.95,47148.76,26.29,28.37,0.02,1.00,37.75,57.90,1.73,19.00,32.82,,
08/01/2005,1224.27,21.29,65.40,196.40,4.26,1930.35,1909.61,33.57,894017.35,103.12,47758.04,26.10,28.17,0.02,1.01,37.45,57.50,1.74,18.72,32.55,,
09/01/2005,1225.92,21.47,66.47,198.80,4.20,1909.61,1852.98,33.44,885705.50,103.54,48023.40,25.73,27.76,0.02,0.98,37.31,57.10,1.75,18.44,32.30,,
10/01/2005,1191.96,21.72,67.59,199.20,4.46,1852.98,1939.15,33.77,860745.81,105.07,48808.52,24.88,26.84,0.02,1.00,36.59,54.88,1.82,17.64,32.13,,
11/01/2005,1237.37,21.97,68.71,197.60,4.54,1939.15,1985.90,34.43,902105.49,107.68,50093.08,25.93,27.98,0.02,1.01,36.79,56.32,1.78,18.01,31.97,,
12/01/2005,1262.07,22.22,69.83,196.80,4.47,1985.90,1996.90,34.96,925208.79,109.88,51191.56,26.44,28.53,0.02,1.01,37.28,56.80,1.76,18.07,31.82,,
01/01/2006,1278.73,22.41,70.78,198.30,4.42,1996.90,1989.64,34.99,931689.59,110.53,51568.26,26.47,28.55,0.02,0.99,37.29,57.07,1.75,18.07,31.66,,
02/01/2006,1276.65,22.59,71.72,198.70,4.57,1989.64,2005.17,35.21,929670.61,111.78,52229.72,26.25,28.31,0.02,0.99,36.91,56.51,1.77,17.80,31.50,,
03/01/2006,1293.74,22.78,72.67,199.80,4.72,2005.17,2001.21,35.31,938303.69,112.63,52704.97,26.33,28.40,0.02,0.98,36.41,56.79,1.76,17.80,31.35,,
04/01/2006,1302.17,23.00,73.28,201.50,4.99,2001.21,1972.73,35.35,937828.24,112.61,52774.16,26.15,28.20,0.01,0.99,35.48,56.62,1.77,17.77,31.39,,
05/01/2006,1290.01,23.22,73.88,202.50,5.11,1972.73,1912.61,35.51,925869.27,112.99,53027.73,25.65,27.66,0.01,1.00,35.12,55.56,1.80,17.46,31.43,,
06/01/2006,1253.17,23.44,74.49,202.90,5.11,1912.61,1917.73,35.77,899054.41,113.69,53440.92,24.75,26.69,0.02,1.01,35.20,53.46,1.87,16.82,31.47,,
07/01/2006,1260.24,23.66,75.85,203.50,5.09,1917.73,1954.84,36.00,902871.22,115.42,54341.06,24.70,26.63,0.02,1.02,35.30,53.26,1.88,16.61,31.19,,
08/01/2006,1287.15,23.88,77.21,203.90,4.88,1954.84,2011.16,36.27,921764.17,117.26,55292.24,25.05,27.02,0.02,1.02,35.96,53.90,1.86,16.67,30.93,,
09/01/2006,1317.74,24.10,78.57,202.90,4.72,2011.16,2092.16,36.78,949766.75,119.92,56629.66,25.64,27.66,0.02,1.00,36.75,54.68,1.83,16.77,30.67,,
10/01/2006,1363.38,24.36,79.55,201.80,4.73,2092.16,2134.10,37.38,989489.51,122.07,57734.37,26.54,28.62,0.01,1.01,37.06,55.97,1.79,17.14,30.62,,
11/01/2006,1388.64,24.62,80.53,201.50,4.60,2134.10,2173.55,37.84,1010813.98,123.76,58619.12,26.93,29.03,0.02,1.01,37.65,56.40,1.77,17.24,30.57,,
12/01/2006,1416.42,24.88,81.51,201.80,4.56,2173.55,2178.78,38.18,1031009.71,125.08,59330.99,27.28,29.41,0.02,0.99,37.86,56.93,1.76,17.38,30.52,,
01/01/2007,1424.16,25.08,82.06,202.42,4.76,2178.78,2198.59,38.37,1035005.77,125.54,59634.54,27.21,29.33,0.01,1.01,37.29,56.78,1.76,17.36,30.57,,
