date,spprice,dividend,earnings,infl,lrir10,realprice,realpricelag,realdividend,realtotalreturn,realearnings,realtrscaledearnings,CAPE,TRCAPE,excessCAPE,bond,realbond,dp,dy,ep,de,,
01/01/1871,4.44,0.26,0.40,12.46,5.32,110.31,108.49,6.46,110.31,9.94,9.94,NA,NA,,1.00,1.00,17.08,5.86,11.10,65.00,,
02/01/1871,4.50,0.26,0.40,12.84,5.32,108.49,109.52,6.27,109.01,9.64,9.69,NA,NA,,1.00,0.97,17.31,5.78,11.25,65.00,,
03/01/1871,4.61,0.26,0.40,13.03,5.33,109.52,116.87,6.18,110.56,9.50,9.59,NA,NA,,1.00,0.96,17.73,5.64,11.53,65.00,,
04/01/1871,4.74,0.26,0.40,12.56,5.33,116.87,122.62,6.41,118.53,9.86,10.00,NA,NA,,1.00,1.00,18.23,5.49,11.85,65.00,,
05/01/1871,4.86,0.26,0.40,12.27,5.33,122.62,123.52,6.56,124.91,10.09,10.28,NA,NA,,1.00,1.03,18.69,5.35,12.15,65.00,,
06/01/1871,4.82,0.26,0.40,12.08,5.34,123.52,121.22,6.66,126.40,10.25,10.49,NA,NA,,1.00,1.05,18.54,5.39,12.05,65.00,,
07/01/1871,4.73,0.26,0.40,12.08,5.34,121.22,124.72,6.66,124.61,10.25,10.54,NA,NA,,1.00,1.06,18.19,5.50,11.83,65.00,,
08/01/1871,4.79,0.26,0.40,11.89,5.34,124.72,123.07,6.77,128.78,10.42,10.75,NA,NA,,1.00,1.08,18.42,5.43,11.98,65.00,,
09/01/1871,4.84,0.26,0.40,12.18,5.35,123.07,114.92,6.61,127.65,10.17,10.55,NA,NA,,1.00,1.06,18.62,5.37,12.10,65.00,,
10/01/1871,4.59,0.26,0.40,12.37,5.35,114.92,116.17,6.51,119.76,10.01,10.44,NA,NA,,1.00,1.05,17.65,5.66,11.48,65.00,,
11/01/1871,4.64,0.26,0.40,12.37,5.35,116.17,115.99,6.51,121.62,10.01,10.48,NA,NA,,1.00,1.05,17.85,5.60,11.60,65.00,,
12/01/1871,4.74,0.26,0.40,12.65,5.36,115.99,118.93,6.36,122.00,9.79,10.30,NA,NA,,1.00,1.03,18.23,5.49,11.85,65.00,,
01/01/1872,4.86,0.26,0.40,12.65,5.36,118.93,119.42,6.44,125.65,9.85,10.41,NA,NA,,1.00,1.04,18.46,5.42,12.07,65.42,,
02/01/1872,4.88,0.27,0.41,12.65,5.38,119.42,121.51,6.53,126.74,9.91,10.52,NA,NA,,1.00,1.04,18.30,5.47,12.05,65.85,,
03/01/1872,5.04,0.27,0.41,12.84,5.40,121.51,122.17,6.51,129.54,9.82,10.47,NA,NA,,1.00,1.03,18.67,5.36,12.37,66.26,,
04/01/1872,5.18,0.27,0.41,13.13,5.42,122.17,122.17,6.45,130.81,9.67,10.35,NA,NA,,1.00,1.01,18.95,5.28,12.63,66.66,,
05/01/1872,5.18,0.28,0.41,13.13,5.43,122.17,121.87,6.53,131.39,9.73,10.46,NA,NA,,1.00,1.01,18.72,5.34,12.56,67.08,,
06/01/1872,5.13,0.28,0.42,13.03,5.45,121.87,122.96,6.65,131.67,9.86,10.65,NA,NA,,1.00,1.02,18.32,5.46,12.36,67.47,,
07/01/1872,5.10,0.28,0.42,12.84,5.47,122.96,120.62,6.83,133.46,10.07,10.93,NA,NA,,1.00,1.04,18.00,5.55,12.22,67.86,,
08/01/1872,5.04,0.29,0.42,12.94,5.49,120.62,117.60,6.86,131.54,10.05,10.96,NA,NA,,1.00,1.04,17.58,5.69,12.00,68.26,,
09/01/1872,4.95,0.29,0.42,13.03,5.51,117.60,120.72,6.89,128.87,10.04,11.00,NA,NA,,1.00,1.03,17.07,5.86,11.72,68.64,,
10/01/1872,4.97,0.29,0.43,12.75,5.53,120.72,116.74,7.12,132.94,10.32,11.37,NA,NA,,1.00,1.06,16.95,5.90,11.69,69.01,,
11/01/1872,4.95,0.30,0.43,13.13,5.54,116.74,121.33,7.00,129.21,10.08,11.16,NA,NA,,1.00,1.03,16.68,5.99,11.58,69.40,,
12/01/1872,5.07,0.30,0.43,12.94,5.56,121.33,122.29,7.18,134.95,10.29,11.45,NA,NA,,1.00,1.05,16.90,5.92,11.79,69.77,,
01/01/1873,5.11,0.30,0.43,12.94,5.58,122.29,120.59,7.24,136.69,10.35,11.57,NA,NA,,1.01,1.05,16.89,5.92,11.82,69.94,,
02/01/1873,5.15,0.31,0.44,13.23,5.57,120.59,119.65,7.14,135.45,10.19,11.44,NA,NA,,1.01,1.03,16.89,5.92,11.84,70.11,,
03/01/1873,5.11,0.31,0.44,13.23,5.56,119.65,118.01,7.20,135.07,10.24,11.56,NA,NA,,1.01,1.04,16.62,6.02,11.68,70.29,,
04/01/1873,5.04,0.31,0.44,13.23,5.55,118.01,120.85,7.26,133.90,10.30,11.69,NA,NA,,1.01,1.05,16.26,6.15,11.45,70.45,,
05/01/1873,5.05,0.31,0.44,12.94,5.54,120.85,122.79,7.48,137.83,10.59,12.08,NA,NA,,1.01,1.07,16.16,6.19,11.41,70.62,,
06/01/1873,4.98,0.32,0.45,12.56,5.53,122.79,122.54,7.77,140.78,10.97,12.58,NA,NA,,1.01,1.11,15.81,6.33,11.19,70.79,,
07/01/1873,4.97,0.32,0.45,12.56,5.53,122.54,122.54,7.83,141.25,11.03,12.72,NA,NA,,1.01,1.12,15.65,6.39,11.11,70.95,,
08/01/1873,4.97,0.32,0.45,12.56,5.52,122.54,113.17,7.89,142.00,11.10,12.86,NA,NA,,1.01,1.12,15.53,6.44,11.04,71.11,,
09/01/1873,4.59,0.32,0.45,12.56,5.51,113.17,105.71,7.95,131.91,11.16,13.00,NA,NA,,1.01,1.13,14.23,7.03,10.14,71.27,,
10/01/1873,4.19,0.33,0.46,12.27,5.50,105.71,105.19,8.20,124.01,11.48,13.47,NA,NA,,1.01,1.16,12.89,7.76,9.21,71.43,,
11/01/1873,4.04,0.33,0.46,11.89,5.49,105.19,112.39,8.53,124.24,11.91,14.07,NA,NA,,1.01,1.21,12.34,8.11,8.83,71.58,,
12/01/1873,4.42,0.33,0.46,12.18,5.48,112.39,116.67,8.39,133.56,11.70,13.90,NA,NA,,1.01,1.18,13.39,7.47,9.61,71.74,,
01/01/1874,4.66,0.33,0.46,12.37,5.47,116.67,120.17,8.26,139.47,11.52,13.77,NA,NA,,1.01,1.17,14.12,7.08,10.13,71.74,,
02/01/1874,4.80,0.33,0.46,12.37,5.44,120.17,118.42,8.26,144.48,11.52,13.85,NA,NA,,1.01,1.18,14.55,6.88,10.43,71.74,,
03/01/1874,4.73,0.33,0.46,12.37,5.40,118.42,116.97,8.26,143.20,11.52,13.93,NA,NA,,1.01,1.19,14.33,6.98,10.28,71.74,,
04/01/1874,4.60,0.33,0.46,12.18,5.37,116.97,114.81,8.39,142.28,11.70,14.23,NA,NA,,1.01,1.22,13.94,7.17,10.00,71.74,,
05/01/1874,4.48,0.33,0.46,12.08,5.34,114.81,117.06,8.46,140.52,11.79,14.43,NA,NA,,1.01,1.23,13.58,7.37,9.74,71.74,,
06/01/1874,4.46,0.33,0.46,11.80,5.30,117.06,116.13,8.66,144.16,12.07,14.87,NA,NA,,1.01,1.27,13.52,7.40,9.70,71.74,,
07/01/1874,4.46,0.33,0.46,11.89,5.27,116.13,117.33,8.59,143.89,11.98,14.84,NA,NA,,1.01,1.27,13.52,7.40,9.70,71.74,,
08/01/1874,4.47,0.33,0.46,11.80,5.24,117.33,119.16,8.66,146.27,12.07,15.05,NA,NA,,1.01,1.29,13.55,7.38,9.72,71.74,,
09/01/1874,4.54,0.33,0.46,11.80,5.20,119.16,120.85,8.66,149.46,12.07,15.14,NA,NA,,1.01,1.30,13.76,7.27,9.87,71.74,,
10/01/1874,4.53,0.33,0.46,11.61,5.17,120.85,122.93,8.80,152.50,12.27,15.49,NA,NA,,1.01,1.33,13.73,7.28,9.85,71.74,,
11/01/1874,4.57,0.33,0.46,11.51,5.14,122.93,122.12,8.88,156.05,12.37,15.71,NA,NA,,1.01,1.35,13.85,7.22,9.93,71.74,,
12/01/1874,4.54,0.33,0.46,11.51,5.10,122.12,122.12,8.88,155.96,12.37,15.80,NA,NA,,1.01,1.36,13.76,7.27,9.87,71.74,,
01/01/1875,4.54,0.33,0.45,11.51,5.07,122.12,121.85,8.81,156.90,12.15,15.61,NA,NA,,1.01,1.37,13.86,7.21,10.05,72.50,,
02/01/1875,4.53,0.33,0.44,11.51,5.03,121.85,123.46,8.74,157.49,11.92,15.41,NA,NA,,1.01,1.38,13.94,7.17,10.22,73.31,,
03/01/1875,4.59,0.32,0.44,11.51,4.99,123.46,124.05,8.67,160.51,11.70,15.21,NA,NA,,1.01,1.39,14.23,7.03,10.55,74.14,,
04/01/1875,4.65,0.32,0.43,11.61,4.95,124.05,122.26,8.54,162.20,11.38,14.88,NA,NA,,1.01,1.39,14.53,6.88,10.90,74.99,,
05/01/1875,4.47,0.32,0.42,11.32,4.91,122.26,121.84,8.68,160.80,11.44,15.05,NA,NA,,1.01,1.43,14.08,7.10,10.69,75.90,,
06/01/1875,4.38,0.32,0.41,11.13,4.87,121.84,122.12,8.76,161.22,11.41,15.09,NA,NA,,1.01,1.47,13.90,7.19,10.68,76.83,,
07/01/1875,4.39,0.31,0.40,11.13,4.83,122.12,121.64,8.69,162.54,11.17,14.87,NA,NA,,1.01,1.48,14.05,7.12,10.93,77.79,,
08/01/1875,4.41,0.31,0.39,11.23,4.79,121.64,121.56,8.55,162.85,10.85,14.52,NA,NA,,1.01,1.48,14.23,7.03,11.21,78.82,,
09/01/1875,4.37,0.31,0.39,11.13,4.75,121.56,119.62,8.55,163.70,10.71,14.42,NA,NA,,1.01,1.50,14.21,7.04,11.35,79.87,,
10/01/1875,4.30,0.31,0.38,11.13,4.71,119.62,122.61,8.48,162.03,10.48,14.19,NA,NA,,1.01,1.51,14.10,7.09,11.41,80.97,,
11/01/1875,4.37,0.30,0.37,11.04,4.67,122.61,123.68,8.49,167.05,10.33,14.08,NA,NA,,1.01,1.53,14.45,6.92,11.87,82.13,,
12/01/1875,4.37,0.30,0.36,10.94,4.63,123.68,127.33,8.49,169.47,10.19,13.96,NA,NA,,1.01,1.56,14.57,6.86,12.14,83.33,,
01/01/1876,4.46,0.30,0.35,10.85,4.59,127.33,129.05,8.57,175.45,10.09,13.90,NA,NA,,1.00,1.58,14.87,6.73,12.62,84.91,,
02/01/1876,4.52,0.30,0.35,10.85,4.58,129.05,128.76,8.57,178.80,9.90,13.71,NA,NA,,1.00,1.59,15.07,6.64,13.04,86.53,,
03/01/1876,4.51,0.30,0.34,10.85,4.57,128.76,125.00,8.57,179.39,9.71,13.52,NA,NA,,1.00,1.60,15.03,6.65,13.26,88.24,,
04/01/1876,4.34,0.30,0.33,10.75,4.56,125.00,124.81,8.64,175.16,9.60,13.45,NA,NA,,1.00,1.62,14.47,6.91,13.02,90.01,,
05/01/1876,4.18,0.30,0.33,10.37,4.54,124.81,127.42,8.96,175.94,9.76,13.75,NA,NA,,1.00,1.69,13.93,7.18,12.79,91.83,,
06/01/1876,4.15,0.30,0.32,10.09,4.53,127.42,125.89,9.21,180.70,9.83,13.93,NA,NA,,1.00,1.74,13.83,7.23,12.97,93.75,,
07/01/1876,4.10,0.30,0.31,10.09,4.52,125.89,119.54,9.21,179.61,9.62,13.72,NA,NA,,1.00,1.75,13.67,7.32,13.09,95.75,,
08/01/1876,3.93,0.30,0.31,10.18,4.51,119.54,111.20,9.13,171.64,9.33,13.39,NA,NA,,1.00,1.74,13.10,7.63,12.81,97.82,,
09/01/1876,3.69,0.30,0.30,10.28,4.50,111.20,108.59,9.04,160.75,9.04,13.07,NA,NA,,1.00,1.74,12.30,8.13,12.30,100.00,,
10/01/1876,3.67,0.30,0.29,10.47,4.49,108.59,105.56,8.88,158.04,8.68,12.63,NA,NA,,1.00,1.71,12.23,8.17,12.51,102.28,,
11/01/1876,3.60,0.30,0.29,10.56,4.47,105.56,103.11,8.80,154.69,8.41,12.32,NA,NA,,1.00,1.71,12.00,8.33,12.56,104.64,,
12/01/1876,3.58,0.30,0.28,10.75,4.46,103.11,100.47,8.64,152.17,8.06,11.90,NA,NA,,1.00,1.68,11.93,8.38,12.79,107.14,,
01/01/1877,3.55,0.29,0.28,10.94,4.45,100.47,97.06,8.23,149.28,7.97,11.85,NA,NA,,1.00,1.66,12.21,8.19,12.60,103.23,,
02/01/1877,3.34,0.28,0.28,10.66,4.44,97.06,96.42,8.19,145.23,8.23,12.32,NA,NA,,1.00,1.71,11.86,8.43,11.79,99.44,,
03/01/1877,3.17,0.27,0.29,10.18,4.43,96.42,86.99,8.29,145.31,8.67,13.06,NA,NA,,1.00,1.80,11.63,8.60,11.12,95.61,,
04/01/1877,2.94,0.26,0.29,10.47,4.42,86.99,85.44,7.79,132.07,8.48,12.88,NA,NA,,1.00,1.76,11.17,8.96,10.25,91.84,,
05/01/1877,2.94,0.25,0.29,10.66,4.41,85.44,83.82,7.39,130.64,8.38,12.81,NA,NA,,1.00,1.74,11.57,8.65,10.20,88.17,,
06/01/1877,2.73,0.25,0.29,10.09,4.40,83.82,86.69,7.52,129.14,8.90,13.72,NA,NA,,1.00,1.84,11.14,8.97,9.41,84.48,,
07/01/1877,2.85,0.24,0.29,10.18,4.40,86.69,96.38,7.17,134.48,8.87,13.76,NA,NA,,1.00,1.83,12.09,8.27,9.77,80.84,,
08/01/1877,3.05,0.23,0.29,9.80,4.39,96.38,103.38,7.16,150.43,9.27,14.47,NA,NA,,1.00,1.91,13.45,7.43,10.40,77.29,,
09/01/1877,3.24,0.22,0.30,9.70,4.38,103.38,105.62,6.94,162.27,9.41,14.77,NA,NA,,1.00,1.94,14.90,6.71,10.98,73.73,,
10/01/1877,3.31,0.21,0.30,9.70,4.37,105.62,106.10,6.65,166.64,9.47,14.94,NA,NA,,1.00,1.95,15.89,6.29,11.16,70.21,,
11/01/1877,3.26,0.20,0.30,9.51,4.36,106.10,105.78,6.48,168.26,9.71,15.40,NA,NA,,1.00,2.00,16.37,6.11,10.93,66.78,,
12/01/1877,3.25,0.19,0.30,9.51,4.35,105.78,109.05,6.18,168.56,9.76,15.56,NA,NA,,1.00,2.00,17.11,5.85,10.83,63.33,,
01/01/1878,3.25,0.19,0.30,9.23,4.34,109.05,107.81,6.35,174.62,10.09,16.16,NA,NA,,1.00,2.08,17.18,5.82,10.80,62.90,,
02/01/1878,3.18,0.19,0.30,9.13,4.33,107.81,112.18,6.38,173.49,10.23,16.46,NA,NA,,1.00,2.11,16.89,5.92,10.54,62.41,,
03/01/1878,3.24,0.19,0.30,8.94,4.32,112.18,116.54,6.49,181.39,10.47,16.94,NA,NA,,1.00,2.16,17.28,5.79,10.71,61.98,,
04/01/1878,3.33,0.19,0.30,8.85,4.31,116.54,120.79,6.53,189.32,10.61,17.24,NA,NA,,1.00,2.19,17.84,5.61,10.98,61.56,,
05/01/1878,3.34,0.19,0.30,8.56,4.30,120.79,126.12,6.72,197.12,11.00,17.95,NA,NA,,1.00,2.28,17.98,5.56,10.98,61.08,,
06/01/1878,3.41,0.19,0.31,8.37,4.29,126.12,127.26,6.84,206.76,11.28,18.49,NA,NA,,1.00,2.34,18.43,5.43,11.18,60.66,,
07/01/1878,3.48,0.18,0.31,8.47,4.28,127.26,124.76,6.74,209.55,11.18,18.41,NA,NA,,1.00,2.32,18.89,5.29,11.38,60.24,,
08/01/1878,3.45,0.18,0.31,8.56,4.27,124.76,127.30,6.63,206.35,11.09,18.34,NA,NA,,1.00,2.31,18.82,5.31,11.25,59.77,,
09/01/1878,3.52,0.18,0.31,8.56,4.26,127.30,127.26,6.60,211.45,11.12,18.47,NA,NA,,1.00,2.32,19.29,5.18,11.45,59.35,,
10/01/1878,3.48,0.18,0.31,8.47,4.25,127.26,128.34,6.64,212.31,11.27,18.81,NA,NA,,1.00,2.35,19.15,5.22,11.29,58.94,,
11/01/1878,3.47,0.18,0.31,8.37,4.24,128.34,130.57,6.69,215.04,11.44,19.16,NA,NA,,1.00,2.39,19.19,5.21,11.22,58.47,,
12/01/1878,3.45,0.18,0.31,8.18,4.23,130.57,133.93,6.81,219.72,11.73,19.74,NA,NA,,1.00,2.46,19.17,5.22,11.13,58.06,,
01/01/1879,3.58,0.18,0.32,8.28,4.22,133.93,137.21,6.80,226.33,11.81,19.97,NA,NA,,1.00,2.44,19.70,5.08,11.34,57.54,,
02/01/1879,3.71,0.18,0.32,8.37,4.20,137.21,136.55,6.78,232.84,11.90,20.19,NA,NA,,1.00,2.42,20.24,4.94,11.53,56.98,,
03/01/1879,3.65,0.19,0.33,8.28,4.19,136.55,142.68,6.92,232.69,12.25,20.88,NA,NA,,1.00,2.46,19.73,5.07,11.15,56.49,,
04/01/1879,3.77,0.19,0.33,8.18,4.17,142.68,149.11,7.07,244.13,12.61,21.58,NA,NA,,1.00,2.50,20.19,4.95,11.31,56.02,,
05/01/1879,3.94,0.19,0.34,8.18,4.15,149.11,151.63,7.13,256.16,12.84,22.05,NA,NA,,1.00,2.52,20.92,4.78,11.62,55.51,,
06/01/1879,3.96,0.19,0.35,8.09,4.14,151.63,152.90,7.28,261.53,13.21,22.78,NA,NA,,1.00,2.56,20.84,4.80,11.48,55.07,,
07/01/1879,4.04,0.19,0.35,8.18,4.12,152.90,154.03,7.25,264.75,13.28,22.99,NA,NA,,1.00,2.54,21.07,4.75,11.52,54.65,,
08/01/1879,4.07,0.19,0.36,8.18,4.10,154.03,154.32,7.32,267.77,13.50,23.47,NA,NA,,1.00,2.55,21.06,4.75,11.41,54.19,,
09/01/1879,4.22,0.20,0.36,8.47,4.09,154.32,162.04,7.13,269.32,13.26,23.13,NA,NA,,1.00,2.48,21.64,4.62,11.64,53.79,,
10/01/1879,4.68,0.20,0.37,8.94,4.07,162.04,162.08,6.81,283.78,12.75,22.33,NA,NA,,1.00,2.36,23.79,4.20,12.71,53.41,,
11/01/1879,4.93,0.20,0.37,9.42,4.05,162.08,156.99,6.52,284.79,12.30,21.62,NA,NA,,1.00,2.25,24.86,4.02,13.17,52.99,,
12/01/1879,4.92,0.20,0.38,9.70,4.04,156.99,158.39,6.38,276.79,12.13,21.38,NA,NA,,1.00,2.19,24.60,4.07,12.95,52.63,,
01/01/1880,5.11,0.21,0.39,9.99,4.02,158.39,161.18,6.35,280.20,12.06,21.34,NA,NA,,1.01,2.14,24.93,4.01,13.13,52.67,,
02/01/1880,5.20,0.21,0.40,9.99,3.99,161.18,162.74,6.51,286.09,12.35,21.91,NA,NA,,1.01,2.15,24.76,4.04,13.06,52.72,,
03/01/1880,5.30,0.22,0.41,10.09,3.97,162.74,165.29,6.60,289.82,12.51,22.28,NA,NA,,1.01,2.14,24.65,4.06,13.01,52.76,,
04/01/1880,5.18,0.22,0.42,9.70,3.94,165.29,156.82,7.02,295.41,13.30,23.76,NA,NA,,1.01,2.24,23.55,4.25,12.43,52.80,,
05/01/1880,4.77,0.23,0.43,9.42,3.91,156.82,160.72,7.40,281.37,14.00,25.12,NA,NA,,1.01,2.32,21.20,4.72,11.20,52.84,,
06/01/1880,4.79,0.23,0.44,9.23,3.89,160.72,168.10,7.72,289.53,14.60,26.29,NA,NA,,1.01,2.38,20.83,4.80,11.01,52.87,,
07/01/1880,5.01,0.24,0.44,9.23,3.86,168.10,174.14,7.89,304.01,14.90,26.95,NA,NA,,1.01,2.39,21.32,4.69,11.28,52.90,,
08/01/1880,5.19,0.24,0.45,9.23,3.83,174.14,172.03,8.05,316.15,15.21,27.61,NA,NA,,1.01,2.41,21.63,4.62,11.45,52.95,,
09/01/1880,5.18,0.25,0.46,9.32,3.81,172.03,177.02,8.14,313.55,15.36,28.00,NA,NA,,1.01,2.40,21.14,4.73,11.20,52.97,,
10/01/1880,5.33,0.25,0.47,9.32,3.78,177.02,184.43,8.30,323.89,15.67,28.66,NA,NA,,1.01,2.41,21.32,4.69,11.30,53.00,,
11/01/1880,5.61,0.26,0.48,9.42,3.75,184.43,190.07,8.38,338.74,15.81,29.03,NA,NA,,1.01,2.40,22.00,4.55,11.67,53.04,,
12/01/1880,5.84,0.26,0.49,9.51,3.73,190.07,203.50,8.46,350.40,15.95,29.40,NA,NA,,1.01,2.39,22.46,4.45,11.92,53.06,,
01/01/1881,6.19,0.27,0.49,9.42,3.70,203.50,200.81,8.71,376.49,15.97,29.55,18.47,24.14,-0.01,1.00,2.42,23.36,4.28,12.74,54.55,,
02/01/1881,6.17,0.27,0.48,9.51,3.69,200.81,203.09,8.79,372.87,15.68,29.11,18.15,23.66,-0.01,1.00,2.41,22.85,4.38,12.81,56.05,,
03/01/1881,6.24,0.28,0.48,9.51,3.69,203.09,200.44,8.95,378.49,15.54,28.96,18.27,23.77,-0.01,1.00,2.42,22.69,4.41,13.07,57.59,,
04/01/1881,6.22,0.28,0.47,9.61,3.68,200.44,211.55,9.02,374.94,15.25,28.53,17.95,23.31,-0.01,1.00,2.40,22.21,4.50,13.14,59.16,,
05/01/1881,6.50,0.29,0.47,9.51,3.67,211.55,214.16,9.28,397.18,15.27,28.67,18.87,24.46,-0.01,1.00,2.43,22.81,4.38,13.85,60.74,,
06/01/1881,6.58,0.29,0.47,9.51,3.67,214.16,204.63,9.44,403.55,15.13,28.52,19.03,24.62,-0.01,1.00,2.44,22.69,4.41,14.15,62.37,,
07/01/1881,6.35,0.30,0.46,9.61,3.66,204.63,195.91,9.51,387.08,14.85,28.09,18.12,23.40,0.00,1.00,2.43,21.53,4.65,13.78,64.02,,
08/01/1881,6.20,0.30,0.46,9.80,3.65,195.91,190.11,9.48,372.09,14.43,27.41,17.29,22.29,0.00,1.00,2.39,20.67,4.84,13.58,65.69,,
09/01/1881,6.25,0.31,0.45,10.18,3.65,190.11,185.34,9.28,362.54,13.76,26.25,16.72,21.54,0.01,1.00,2.31,20.49,4.88,13.81,67.40,,
10/01/1881,6.15,0.31,0.45,10.28,3.64,185.34,188.29,9.34,354.92,13.51,25.87,16.26,20.93,0.01,1.00,2.29,19.84,5.04,13.72,69.15,,
11/01/1881,6.19,0.32,0.44,10.18,3.63,188.29,182.81,9.58,362.09,13.51,25.98,16.48,21.19,0.01,1.00,2.32,19.65,5.09,13.94,70.91,,
12/01/1881,6.01,0.32,0.44,10.18,3.63,182.81,180.07,9.73,353.13,13.38,25.85,15.96,20.51,0.00,1.00,2.33,18.78,5.32,13.66,72.73,,
01/01/1882,5.92,0.32,0.44,10.18,3.62,180.07,174.49,9.73,349.40,13.36,25.92,15.68,20.14,0.01,1.00,2.34,18.50,5.41,13.48,72.86,,
02/01/1882,5.79,0.32,0.44,10.28,3.62,174.49,174.19,9.64,340.13,13.21,25.75,15.15,19.46,0.01,1.00,2.33,18.09,5.53,13.21,73.01,,
03/01/1882,5.78,0.32,0.44,10.28,3.62,174.19,172.59,9.64,341.10,13.18,25.82,15.09,19.38,0.01,1.00,2.33,18.06,5.54,13.21,73.14,,
04/01/1882,5.78,0.32,0.44,10.37,3.62,172.59,168.95,9.56,339.53,13.04,25.65,14.92,19.15,0.01,1.00,2.32,18.06,5.54,13.24,73.28,,
05/01/1882,5.71,0.32,0.44,10.47,3.62,168.95,166.55,9.47,333.93,12.89,25.49,14.57,18.70,0.01,1.00,2.30,17.84,5.60,13.10,73.43,,
06/01/1882,5.68,0.32,0.44,10.56,3.62,166.55,177.53,9.38,330.72,12.75,25.33,14.33,18.39,0.01,1.00,2.29,17.75,5.63,13.06,73.56,,
07/01/1882,6.00,0.32,0.43,10.47,3.63,177.53,181.21,9.47,354.10,12.85,25.63,15.24,19.56,0.01,1.00,2.32,18.75,5.33,13.82,73.70,,
08/01/1882,6.18,0.32,0.43,10.56,3.63,181.21,188.05,9.38,363.00,12.71,25.45,15.53,19.91,0.01,1.00,2.30,19.31,5.18,14.26,73.85,,
09/01/1882,6.24,0.32,0.43,10.28,3.63,188.05,184.64,9.64,378.31,13.03,26.22,16.08,20.62,0.00,1.00,2.37,19.50,5.13,14.43,73.99,,
10/01/1882,6.07,0.32,0.43,10.18,3.63,184.64,178.39,9.73,373.08,13.13,26.53,15.76,20.19,0.00,1.00,2.40,18.97,5.27,14.06,74.13,,
11/01/1882,5.81,0.32,0.43,10.09,3.63,178.39,181.02,9.83,362.12,13.23,26.85,15.19,19.47,0.00,1.00,2.43,18.16,5.51,13.49,74.28,,
12/01/1882,5.84,0.32,0.43,9.99,3.63,181.02,180.09,9.92,369.13,13.33,27.18,15.38,19.70,0.00,1.00,2.46,18.25,5.48,13.58,74.42,,
01/01/1883,5.81,0.32,0.43,9.99,3.63,180.09,174.40,9.94,368.93,13.25,27.15,15.27,19.56,0.00,1.00,2.47,18.11,5.52,13.59,75.04,,
02/01/1883,5.68,0.32,0.43,10.09,3.63,174.40,178.23,9.88,358.96,13.05,26.86,14.76,18.90,0.00,1.00,2.45,17.66,5.66,13.36,75.69,,
03/01/1883,5.75,0.32,0.42,9.99,3.63,178.23,183.70,10.00,368.55,13.10,27.08,15.05,19.27,0.00,1.00,2.49,17.83,5.61,13.61,76.33,,
04/01/1883,5.87,0.32,0.42,9.90,3.63,183.70,182.33,10.12,381.61,13.14,27.30,15.48,19.82,0.00,1.00,2.52,18.16,5.51,13.98,76.98,,
05/01/1883,5.77,0.32,0.42,9.80,3.63,182.33,189.42,10.24,380.52,13.19,27.53,15.34,19.63,0.00,1.00,2.55,17.80,5.62,13.82,77.65,,
06/01/1883,5.82,0.33,0.42,9.51,3.63,189.42,190.30,10.58,397.17,13.51,28.32,15.90,20.36,0.00,1.00,2.63,17.91,5.58,14.02,78.31,,
07/01/1883,5.73,0.33,0.41,9.32,3.63,190.30,181.67,10.82,400.90,13.70,28.86,15.95,20.41,0.00,1.00,2.70,17.59,5.69,13.89,78.98,,
08/01/1883,5.47,0.33,0.41,9.32,3.62,181.67,185.55,10.85,384.62,13.62,28.83,15.20,19.45,0.00,1.00,2.70,16.74,5.97,13.34,79.68,,
09/01/1883,5.53,0.33,0.41,9.23,3.62,185.55,180.52,10.99,394.78,13.67,29.09,15.49,19.83,0.00,1.00,2.74,16.89,5.92,13.57,80.37,,
10/01/1883,5.38,0.33,0.41,9.23,3.62,180.52,185.11,11.02,386.03,13.59,29.06,15.05,19.26,0.00,1.00,2.75,16.39,6.10,13.28,81.06,,
11/01/1883,5.46,0.33,0.40,9.13,3.62,185.11,179.18,11.16,397.84,13.65,29.33,15.41,19.72,0.00,1.00,2.79,16.59,6.03,13.57,81.79,,
12/01/1883,5.34,0.33,0.40,9.23,3.62,179.18,173.81,11.07,387.07,13.42,28.99,14.90,19.07,0.00,1.00,2.77,16.18,6.18,13.35,82.50,,
01/01/1884,5.18,0.33,0.39,9.23,3.62,173.81,178.51,11.02,377.45,13.17,28.60,14.43,18.48,0.00,1.00,2.78,15.78,6.34,13.20,83.64,,
02/01/1884,5.32,0.33,0.39,9.23,3.61,178.51,177.83,10.96,389.64,12.92,28.20,14.81,18.96,0.00,1.00,2.79,16.28,6.14,13.82,84.86,,
03/01/1884,5.30,0.33,0.38,9.23,3.60,177.83,173.36,10.90,390.16,12.67,27.79,14.74,18.88,0.00,1.00,2.80,16.31,6.13,14.04,86.09,,
04/01/1884,5.06,0.32,0.37,9.04,3.60,173.36,162.74,11.08,382.35,12.68,27.96,14.35,18.40,0.00,1.00,2.87,15.65,6.39,13.68,87.38,,
05/01/1884,4.65,0.32,0.36,8.85,3.59,162.74,156.09,11.26,361.00,12.69,28.14,13.47,17.27,0.01,1.00,2.94,14.45,6.92,12.83,88.74,,
06/01/1884,4.46,0.32,0.36,8.85,3.58,156.09,157.78,11.20,348.32,12.42,27.73,12.91,16.58,0.01,1.00,2.95,13.94,7.17,12.56,90.14,,
